,name,ticker,equityType,sicSector,sicIndustry,ticker_classification
803661,EA ENGINEERING SCIENCE & TECHNOLOGY INC,EACO1,Domestic Common Stock,Services,Services-Engineering Services,small
803662,DYNAMIC HEALTHCARE TECHNOLOGIES INC,DHTI,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
803891,DYNTEK INC,DYNK,Domestic Common Stock,Services,Services-Business Services Nec,small
803892,ECC INTERNATIONAL CORP,ECC1,Domestic Common Stock,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,small
804044,ELXSI CORP,ELXS,Domestic Common Stock,Retail Trade,Retail-Eating  Places,small
804072,EMAK WORLDWIDE INC,EMAKQ,Domestic Common Stock,Services,Services-Advertising Agencies,small
804731,LIQUENT INC,LQNT,Domestic Common Stock,Services,Services-Prepackaged Software,small
804734,ESSEF CORP,ESSF,Domestic Common Stock,Manufacturing,Refrigeration & Service Industry Machinery,small
804770,ETEC SYSTEMS INC,ETEC1,Domestic Common Stock,Manufacturing,Special Industry Machinery Nec,small
805042,EAGLE POINT SOFTWARE CORP,EGPT1,Domestic Common Stock,Services,Services-Prepackaged Software,small
805044,EAGLE SUPPLY GROUP INC,EEGL,Domestic Common Stock,Wholesale Trade,Wholesale-Lumber Plywood Millwork & Wood Panels,small
805063,EARTHCARE CO,ECCOQ,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Hazardous Waste Management,small
805089,DICE INC,DICE1,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,small
805532,EASYRIDERS INC,EYRDQ,Domestic Common Stock,Manufacturing,Periodicals: Publishing Or Publishing & Printing,small
805969,ECOGEN INC,ECGN,Domestic Common Stock,Manufacturing,Agricultural Chemicals,small
806088,ECOMETRY CORP,ECOM1,Domestic Common Stock,Services,Services-Prepackaged Software,small
806095,ECOST COM INC,ECST,Domestic Common Stock,Retail Trade,Retail-Catalog & Mail-Order Houses,small
806275,EDIFY CORP,EDFY1,Domestic Common Stock,Services,Services-Prepackaged Software,small
806748,EGREETINGS NETWORK INC,EGRT,Domestic Common Stock,Services,Services-Business Services Nec,small
806805,EINSTEIN NOAH BAGEL CORP,ENBX,Domestic Common Stock,Retail Trade,Retail-Eating  Places,small
807078,ELASTIC NETWORKS INC,ELAS,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,small
807080,ELCOM INTERNATIONAL INC,ELCO,Domestic Common Stock,Services,Services-Computer Programming Services,small
807087,ELCOTEL INC,EWTLQ,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,small
807103,ELEC COMMUNICATIONS CORP,ELEC1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),small
807567,ELECTROSOURCE INC,ELSI,Domestic Common Stock,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,small
808575,EMPLOYEE SOLUTIONS INC,EPYSQ,Domestic Common Stock,Services,Services-Business Services Nec,small
809253,ENDOSONICS CORP,ESON,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,small
809892,ENGINEERING ANIMATION INC,EAII,Domestic Common Stock,Services,Services-Prepackaged Software,small
809898,ENGINEERING MEASUREMENTS CO,EMCO1,Domestic Common Stock,Manufacturing,Industrial Instruments For Measurement Display And Control,small
809902,ENGLE HOMES INC,ENGL,Domestic Common Stock,Construction,Operative Builders,small
809905,ENERGYNORTH INC,EI,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,small
810150,ENOVA SYSTEMS INC,ENVS,Domestic Common Stock,Manufacturing,Electronic Components & Accessories,small
810890,ENVIRONMENTAL ELEMENTS CORP,EECPQ,Domestic Common Stock,Manufacturing,Industrial & Commercial Fans & Blowers & Air Purifing Equip,small
811318,EQUINOX SYSTEMS INC,EQNX,Domestic Common Stock,Manufacturing,Computer Communications Equipment,small
811439,EQUITY MEDIA HOLDINGS CORP,EMDAQ,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,small
812125,ESOFT INC,ESFT,Domestic Common Stock,Services,Services-Prepackaged Software,small
812532,EVERCEL INC,EVRC,Domestic Common Stock,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,small
812543,EVEREN CAPITAL CORP,EVR1,Domestic Common Stock,Finance Insurance And Real Estate,Security & Commodity Brokers Dealers Exchanges & Services,small
812752,RAINDANCE COMMUNICATIONS INC,RNDC,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,small
813082,EXACTIS COM INC,XACT,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Telegraph & Other Message Communications,small
813206,EXECUTIVE RISK INC,ER,Domestic Common Stock,Finance Insurance And Real Estate,Surety Insurance,small
813207,ELOT INC,ELOT,Domestic Common Stock,Services,Services-Business Services Nec,small
814156,F&M BANCORPORATION INC,FMBK,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
814312,FFY FINANCIAL CORP,FFYF,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
814679,FNB FINANCIAL SERVICES CORP,FNBF,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
815088,FACTORY CARD & PARTY OUTLET CORP,FCPO,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,small
815873,FARR CO,FARC,Domestic Common Stock,Manufacturing,General Industrial Machinery & Equipment Nec,small
815875,FARREL CORP,FARL,Domestic Common Stock,Manufacturing,Special Industry Machinery Nec,small
815877,FASHIONMALL COM INC,FASH,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,small
816880,FIDELITY BANCORP INC,FBCI,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
817492,FINISHMASTER INC,FMST1,Domestic Common Stock,Wholesale Trade,Wholesale-Miscellaneous Nondurable Goods,small
817741,FIRST AVIATION SERVICES INC,FAVS,Domestic Common Stock,Manufacturing,Aircraft Engines & Engine Parts,small
818165,FIRST COLONIAL GROUP INC,FTCG,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
818374,FIRST FEDERAL SAVINGS & LOAN ASSOCIATION,FFES,Domestic Common Stock,,,small
818895,FIRST GEORGIA HOLDING INC,FGHC,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
819033,FIRST INTERNATIONAL BANCORP INC,FNCE,Domestic Common Stock,Finance Insurance And Real Estate,Blank Checks,small
819114,FIRST LIBERTY FINANCIAL CORP,FLFC,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
819481,FIRST NATIONAL BANCSHARES INC,FBMT,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
819577,FIRST NORTHERN CAPITAL CORP,FNGB,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,small
819822,FIRST SECURITYFED FINANCIAL CORP,FSFF,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
820066,FIRST TEAM SPORTS INC,FTSP,Domestic Common Stock,Manufacturing,Sporting & Athletic Goods Nec,small
820086,FIRST UNITED BANCSHARES INC,UNTD1,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
820180,FIRST WESTERN BANCORP INC,FWBI1,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
820239,FIRSTBANK NW CORP,FBNW,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,small
820885,FLASHNET COMMUNICATIONS INC,FLAS,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),small
821131,FLORIDA PUBLIC UTILITIES CO,FPU,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,small
821499,FLOUR CITY INTERNATIONAL INC,FCIN,Domestic Common Stock,Manufacturing,Fabricated Structural Metal Products,small
821603,FLYCAST COMMUNICATIONS CORP,FCST,Domestic Common Stock,Services,Services-Advertising Agencies,small
821755,FOODARAMA SUPERMARKETS INC,FSM1,Domestic Common Stock,Retail Trade,Retail-Grocery Stores,small
822358,FORTE SOFTWARE INC,FTRE1,Domestic Common Stock,Services,Services-Prepackaged Software,small
822376,FORTRESS GROUP INC,FRTG1,Domestic Common Stock,Construction,General Bldg Contractors - Residential Bldgs,small
822729,FOUNTAIN POWERBOAT INDUSTRIES INC,FPWBQ,Domestic Common Stock,Manufacturing,Ship & Boat Building & Repairing,small
823597,FRESH CHOICE INC,SALDQ,Domestic Common Stock,Retail Trade,Retail-Eating  Places,small
824167,FUISZ TECHNOLOGIES LTD,FUSE1,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
824351,FUNCO INC,FNCO,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Retail,small
824471,FURON CO,FCY,Domestic Common Stock,Manufacturing,Gaskets Packg & Sealg Devices & Rubber & Plastics Hose,small
824923,GRC INTERNATIONAL INC,GRH1,Domestic Common Stock,Services,Services-Management Consulting Services,small
825130,GZA GEOENVIRONMENTAL TECHNOLOGIES INC,GZEA,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Hazardous Waste Management,small
825367,COLUMBIA ENERGY CORP,GGEN,Domestic Common Stock,Manufacturing,Biological Products (No Disgnostic Substances),small
825446,NETOPTIX CORP,OPTX1,Domestic Common Stock,Manufacturing,Optical Instruments & Lenses,small
825562,GALLERY OF HISTORY INC,HIST,Domestic Common Stock,Retail Trade,Retail-Retail Stores Nec,small
825799,GARDEN COM INC,GDEN1,Domestic Common Stock,Retail Trade,Retail-Building Materials Hardware Garden Supply,small
825808,GARDEN RIDGE CORP,GRDG,Domestic Common Stock,Retail Trade,Retail-Retail Stores Nec,small
825810,GARDENBURGER INC,GBURQ,Domestic Common Stock,Manufacturing,Canned Frozen & Preservd Fruit Veg & Food Specialties,small
826497,GENERAL CHEMICAL GROUP INC,GNMP,Domestic Common Stock,Manufacturing,Industrial Inorganic Chemicals,small
826501,GENERAL CIGAR HOLDINGS INC,MPP.A,Domestic Common Stock,Manufacturing,Tobacco Products,small
826579,GENERAL DATACOMM INDUSTRIES INC,GDC1,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,small
826758,GENERAL HOUSEWARES CORP,GHW,Domestic Common Stock,Manufacturing,Nonferrous Foundries (Castings),small
827148,GENESISINTERMEDIA INC,GENI1,Domestic Common Stock,Services,Services-Miscellaneous Business Services,small
827238,GENESYS TELECOMMUNICATIONS LABORATORIES INC,GCTI,Domestic Common Stock,Services,Services-Prepackaged Software,small
827244,GENICOM CORP,GECMQ,Domestic Common Stock,Manufacturing,Computer Peripheral Equipment Nec,small
827800,GEOPETRO RESOURCES CO,GEOR,Domestic Common Stock,Mining,Oil & Gas Field Exploration Services,small
828064,GERBER CHILDRENSWEAR INC,GCW,Domestic Common Stock,Manufacturing,Apparel & Other Finishd Prods Of Fabrics & Similar Matl,small
828292,GETTY PETROLEUM MARKETING INC,GPM1,Domestic Common Stock,Wholesale Trade,Wholesale-Petroleum Bulk Stations & Terminals,small
828411,GIANT CEMENT HOLDING INC,GCHI,Domestic Common Stock,Manufacturing,Cement Hydraulic,small
828494,GIBSON GREETINGS INC,GIBG,Domestic Common Stock,Manufacturing,Converted Paper & Paperboard Prods (No Contaners/Boxes),small
828652,GILMAN CIOCIA INC,GTAX,Domestic Common Stock,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,small
828696,GISH BIOMEDICAL INC,GISH,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,small
829053,GLOBAL TECHNOLOGIES LTD,GTLL,Domestic Common Stock,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,small
830028,GOLDEN STATE VINTNERS INC,VINT,Domestic Common Stock,Manufacturing,Malt Beverages,small
830203,GOLDLEAF FINANCIAL SOLUTIONS INC,GFSI,Domestic Common Stock,Services,Services-Prepackaged Software,small
830917,GRAHAM FIELD HEALTH PRODUCTS INC,GFIHQ,Domestic Common Stock,Wholesale Trade,Wholesale-Medical Dental & Hospital Equipment & Supplies,small
831110,GRAND PREMIER FINANCIAL INC,GPFI,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
831114,GRAND UNION CO,GUCO,Domestic Common Stock,Retail Trade,Retail-Grocery Stores,small
832232,GREY GLOBAL GROUP INC,GREY,Domestic Common Stock,Services,Services-Advertising Agencies,small
832384,GRISTEDES FOODS INC,GRI1,Domestic Common Stock,Retail Trade,Retail-Grocery Stores,small
832504,GROVE PROPERTY TRUST,GVE,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,small
832720,GUARANTEE LIFE COMPANIES INC,GUAR,Domestic Common Stock,Finance Insurance And Real Estate,Life Insurance,small
832877,GUEST SUPPLY INC,GSY1,Domestic Common Stock,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,small
833314,HCIA INC,HCIA,Domestic Common Stock,Services,Services-Computer Programming Data Processing Etc.,small
833316,HMT TECHNOLOGY CORP,HMTT,Domestic Common Stock,Manufacturing,Computer Storage Devices,small
833322,HTE INC,HTEI,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
833742,HMG WORLDWIDE CORP,HMGCQ,Domestic Common Stock,Services,Services-Business Services Nec,small
833912,HPSC INC,HDR,Domestic Common Stock,Finance Insurance And Real Estate,Finance Lessors,small
834330,HALIFAX CORP OF VIRGINIA,HALX,Domestic Common Stock,Services,Services-Computer Programming Data Processing Etc.,small
835172,HARDING LAWSON ASSOCIATES GROUP INC,HRDG,Domestic Common Stock,Services,Services-Engineering Services,small
835607,HARNISCHFEGER INDUSTRIES INC,HRZIQ,Domestic Common Stock,Manufacturing,Mining Machinery & Equip (No Oil & Gas Field Mach & Equip),small
835647,HARRIS FINANCIAL INC,HARS,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,small
835933,HARTFORD LIFE INC,HLI.A,Domestic Common Stock,Finance Insurance And Real Estate,Life Insurance,small
836294,HAVEN BANCORP INC,HAVN,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
836558,HAWKER PACIFIC AEROSPACE,HPAC1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Airports Flying Fields & Airport Terminal Services,small
837066,TROVER SOLUTIONS INC,TROV1,Domestic Common Stock,Finance Insurance And Real Estate,Insurance Agents Brokers & Service,small
837069,HEALTHETECH INC,HETC,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,small
839015,HI RISE RECYCLING SYSTEMS INC,HIRI,Domestic Common Stock,Manufacturing,Special Industry Machinery Nec,small
839657,HOECHST AG,HOE,ADR Common Stock,Services,American Depositary Receipts,small
839659,HOENIG GROUP INC,HOEN,Domestic Common Stock,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,small
839675,HOLIDAY RV SUPERSTORES INC,RVEE,Domestic Common Stock,Retail Trade,Retail-Auto Dealers & Gasoline Stations,small
840049,HOME PRODUCTS INTERNATIONAL INC,HOMZQ,Domestic Common Stock,Manufacturing,Plastics Products Nec,small
840183,HOMESTEAD VILLAGE INC,HSD,Domestic Common Stock,Services,Hotels & Motels,small
841229,HOUSE OF TAYLOR JEWELRY INC,HOTJ,Domestic Common Stock,Manufacturing,Jewelry Silverware & Plated Ware,small
841458,HOWMET INTERNATIONAL INC,HWM1,Domestic Common Stock,Manufacturing,Aircraft Engines & Engine Parts,small
842130,HUNTINGDON LIFE SCIENCES GROUP PLC,HTD1,Domestic Common Stock,Services,Services-Engineering Services,small
843059,HUNGRY MINDS INC,HMIN1,Domestic Common Stock,Manufacturing,Books: Publishing Or Publishing & Printing,small
843262,IPI INC,IDH,Domestic Common Stock,Finance Insurance And Real Estate,Patent Owners & Lessors,small
843263,IPC INFORMATION SYSTEMS INC,IPI1,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,small
843418,IRI INTERNATIONAL CORP,IIR,Domestic Common Stock,Manufacturing,Oil & Gas Field Machinery & Equipment,small
843580,ITEQ INC,ITEQ1,Domestic Common Stock,Manufacturing,Fabricated Plate Work (Boiler Shops),small
843583,INTERLOGIX INC,ILXI,Domestic Common Stock,Manufacturing,Communications Equipment Nec,small
843782,IASIAWORKS INC,IAWK,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),small
843935,IVI CHECKMATE CORP,CMIV,Domestic Common Stock,Manufacturing,Computer Peripheral Equipment Nec,small
844837,IMALL INC,IMAL,Domestic Common Stock,Services,Services-Educational Services,small
845158,IMMULOGIC PHARMACEUTICAL CORP,IMUL,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
845413,IMPERIAL CREDIT COMMERCIAL MORTGAGE INVESTMENT CORP,ICMI,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,small
845706,INCARA PHARMACEUTICALS CORP,INCR1,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
846188,INDUSTRI MATEMATIK INTERNATIONAL CORP,IMIC,Domestic Common Stock,Services,Services-Prepackaged Software,small
846475,INFONOW CORP,INOW,Domestic Common Stock,Wholesale Trade,Wholesale-Computers & Peripheral Equipment & Software,small
846704,INFORMAX INC,INMX,Domestic Common Stock,Services,Services-Computer Programming Services,small
847273,INNERDYNE INC,IDYN,Domestic Common Stock,Services,Services-Commercial Physical & Biological Research,small
847277,INSCI CORP,INSI1,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
847410,INEI CORP,INEI,Domestic Common Stock,Construction,Construction - Special Trade Contractors,small
847599,INSILICON CORP,INSN,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,small
848165,INTEGRATED MEASUREMENT SYSTEMS INC,IMSC1,Domestic Common Stock,Manufacturing,Instruments For Meas & Testing Of Electricity & Elec Signals,small
848242,INTEG INCORP,NTEG,Domestic Common Stock,Manufacturing,Industrial Instruments For Measurement Display And Control,small
848412,INTEGRATED BIOPHARMA INC,INBP,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
848429,INTEGRATED SYSTEMS INC,INTS1,Domestic Common Stock,Services,Services-Prepackaged Software,small
848630,INTELLICORP INC,INAI1,Domestic Common Stock,Services,Services-Prepackaged Software,small
848637,INTELLICALL INC,ICL1,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,small
848653,INTELLIQUEST INFORMATION GROUP INC,IQST,Domestic Common Stock,Services,Services-Business Services Nec,small
848700,INTEGRATED TELECOM EXPRESS INC,ITXIQ,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,small
849082,INTERCONTINENTAL LIFE CORP,ILCO,Domestic Common Stock,Finance Insurance And Real Estate,Life Insurance,small
849087,INTERDENT INC,DENTQ,Domestic Common Stock,Services,Services-Misc Health & Allied Services Nec,small
849163,INTERFACE SYSTEMS INC,INTF1,Domestic Common Stock,Manufacturing,Computer Peripheral Equipment Nec,small
849253,INTERLAND INC,ILND,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,small
849271,INTERLEAF INC,LEAF1,Domestic Common Stock,Services,Services-Prepackaged Software,small
849341,INTERLINQ SOFTWARE CORP,INLQ,Domestic Common Stock,Services,Services-Prepackaged Software,small
849343,INTERLOTT TECHNOLOGIES INC,ILI1,Domestic Common Stock,Manufacturing,Refrigeration & Service Industry Machinery,small
849877,INTERNATIONAL INTEGRATION INC,ICUB,Domestic Common Stock,Services,Services-Computer Programming Services,small
849961,INTERNATIONAL NETWORK SERVICES INC,INSS,Domestic Common Stock,Services,Services-Computer Programming Services,small
850612,EQUIFIN INC,EQUI,Domestic Common Stock,Finance Insurance And Real Estate,Short-Term Business Credit Institutions,small
850710,INTERSTATE NATIONAL DEALER SERVICES INC,ISNT,Domestic Common Stock,Finance Insurance And Real Estate,Insurance Agents Brokers & Service,small
851797,INVIVO CORP,SAFE1,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,small
851837,INVITEL HOLDINGS A,INVHY,ADR Common Stock,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,small
851882,IOMED INC,IOX,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,small
852326,IROQUOIS BANCORP INC,IROQ1,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
852532,IT GROUP INC,ITXG,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Hazardous Waste Management,small
852627,I3 MOBILE INC,IIIM,Domestic Common Stock,Services,Services-Business Services Nec,small
852798,IWERKS ENTERTAINMENT INC,IWRK,Domestic Common Stock,Services,Services-Motion Picture Theaters,small
852814,JPM CO,JPMX,Domestic Common Stock,Manufacturing,Electronic Components Nec,small
853183,JLM INDUSTRIES INC,JLMI,Domestic Common Stock,Wholesale Trade,Wholesale-Chemicals & Allied Products,small
853201,JPS PACKAGING CO,JPSP,Domestic Common Stock,Manufacturing,Paperboard Containers & Boxes,small
853212,JPS INDUSTRIES INC,JPST1,Domestic Common Stock,Manufacturing,Broadwoven Fabric Mills Cotton,small
853487,JACO ELECTRONICS INC,JACO,Domestic Common Stock,Wholesale Trade,Wholesale-Electronic Parts & Equipment Nec,small
853580,JS STORES INC,JCBSQ,Domestic Common Stock,Retail Trade,Retail-Department Stores,small
853590,JAGUAR HEALTH INC,JAGX,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
853885,JASON INC,JASN1,Domestic Common Stock,Manufacturing,Fabricated Plate Work (Boiler Shops),small
853937,JEFFBANKS INC,JEFF,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
853994,JEFFERSON SAVINGS BANCORP INC,JSBA,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,small
854027,JEFFERSON SMURFIT GROUP PUBLIC LIMITED CO,JS,ADR Common Stock,Manufacturing,Converted Paper & Paperboard Prods (No Contaners/Boxes),small
854038,JESUP & LAMONT INC,JLIC,Domestic Common Stock,Finance Insurance And Real Estate,Security Brokers Dealers & Flotation Companies,small
854387,JOHNSTON INDUSTRIES INC,JII,Domestic Common Stock,Manufacturing,Broadwoven Fabric Mills Man Made Fiber & Silk,small
854564,JOULE INC,JOL,Domestic Common Stock,Services,Services-Facilities Support Management Services,small
854739,JUDGE GROUP INC,JUDG,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
854845,JUPITER COMMUNICATIONS INC,JPTR,Domestic Common Stock,Services,Services-Business Services Nec,small
855154,KLLM TRANSPORT SERVICES INC,KLLM,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Trucking (No Local),small
855292,KTI INC,KTIE,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Cogeneration Services & Small Power Producers,small
856121,KAYE GROUP INC,KAYE,Domestic Common Stock,Finance Insurance And Real Estate,Insurance Agents Brokers & Service,small
856371,CONTOUR ENERGY CO,CONC1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,small
856846,KENTUCKY ELECTRIC STEEL INC,KESI,Domestic Common Stock,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),small
856850,KERAVISION INC,KERA,Domestic Common Stock,Manufacturing,Ophthalmic Goods,small
857833,NORTH AMERICAN GALVANIZING & COATINGS INC,NGAC1,Domestic Common Stock,Manufacturing,Coating Engraving & Allied Services,small
858349,KITTY HAWK INC,KTTY,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Nonscheduled,small
858369,KNAPE & VOGT MANUFACTURING CO,KNAP,Domestic Common Stock,Manufacturing,Partitions Shelvg Lockers & Office & Store Fixtures,small
858737,KOLLMORGEN CORP,KOL1,Domestic Common Stock,Manufacturing,Motors & Generators,small
859992,LJL BIOSYSTEMS INC,LJLB,Domestic Common Stock,Manufacturing,Laboratory Analytical Instruments,small
860126,LHS GROUP INC,LHSG,Domestic Common Stock,Services,Services-Computer Programming Services,small
860892,LADD FURNITURE INC,LADF,Domestic Common Stock,Manufacturing,Household Furniture,small
861439,LANDACORP INC,LCOR,Domestic Common Stock,Services,Services-Business Services Nec,small
861443,LANDAIR CORP,LAND1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Trucking & Courier Services (No Air),small
861923,LARSCOM INC,LARS,Domestic Common Stock,Manufacturing,Communications Equipment Nec,small
861979,LASER PACIFIC MEDIA CORP,LPAC,Domestic Common Stock,Services,Services-Allied To Motion Picture Production,small
862062,LASER MORTGAGE MANAGEMENT INC,LSMM,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,small
862476,LAZARE KAPLAN INTERNATIONAL INC,LKII,Domestic Common Stock,Wholesale Trade,Wholesale-Jewelry Watches Precious Stones & Metals,small
862741,LEASING SOLUTIONS INC,LSNS,Domestic Common Stock,Services,Services-Computer Rental & Leasing,small
862770,LECHTERS INC,LECH,Domestic Common Stock,Retail Trade,Retail-Home Furniture Furnishings & Equipment Stores,small
863439,LETS TALK CELLULAR & WIRELESS INC,LTCW,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,small
863639,LEXINGTON GLOBAL ASSET MANAGERS INC,LGAM,Domestic Common Stock,Finance Insurance And Real Estate,Finance Services,small
863940,LIBERTY HOMES INC,LIBHA,Domestic Common Stock Primary Class,Manufacturing,Prefabricated Wood Bldgs & Components,small
864258,LIFE USA HOLDING INC,LUSA,Domestic Common Stock,Finance Insurance And Real Estate,Life Insurance,small
864433,LIFEMINDERS INC,LFMN,Domestic Common Stock,Services,Services-Business Services Nec,small
866203,LOEWS CINEPLEX ENTERTAINMENT CORP,LCP,Domestic Common Stock,Services,Services-Motion Picture Theaters,small
866308,LOG ON AMERICA INC,LOAX,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,small
866398,LOISLAW COM INC,LOIS,Domestic Common Stock,Services,Services-Computer Programming Data Processing Etc.,small
866474,LONG BEACH FINANCIAL CORP,LBFC,Domestic Common Stock,Finance Insurance And Real Estate,Mortgage Bankers & Loan Correspondents,small
866701,LORONIX INFORMATION SYSTEMS INC,LORX,Domestic Common Stock,Services,Services-Prepackaged Software,small
867199,LUMISYS INC,LUMI,Domestic Common Stock,Manufacturing,Computer Peripheral Equipment Nec,small
867332,LUNAR CORP,LUNR1,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,small
867336,LUND INTERNATIONAL HOLDINGS INC,LUND,Domestic Common Stock,Manufacturing,Motor Vehicle Parts & Accessories,small
868180,MPOWER HOLDING CORPORATION,MPWR1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),small
868386,MARC GROUP,MARC,Domestic Common Stock,Services,Services-Engineering Accounting Research Management,small
868634,MMI COMPANIES INC,MMI2,Domestic Common Stock,Finance Insurance And Real Estate,Surety Insurance,small
869156,GREEN ST ENERGY INC,GSTY,Domestic Common Stock,Manufacturing,Electronic Components Nec,small
869714,MADE2MANAGE SYSTEMS INC,MTMS,Domestic Common Stock,Services,Services-Prepackaged Software,small
869729,GENAERA CORP,GENR,Domestic Common Stock,Manufacturing,Biological Products (No Disgnostic Substances),small
869802,MAGIC LANTERN GROUP INC,GMLI,Domestic Common Stock,Services,Services-Educational Services,small
870070,MAIN STREET BANCORP INC,MBNK,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
870074,MAHONING NATIONAL BANCORP INC,MGNB,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
870149,MAINSPRING INC,MSPR1,Domestic Common Stock,Services,Services-Business Services Nec,small
870319,MANCHESTER TECHNOLOGIES INC,MANC,Domestic Common Stock,Services,Services-Computer Programming Services,small
